loss,mae,val_loss,val_mae,learning_rate
8270.044921875,85.9557876586914,8996.0146484375,90.95403289794922,9.999999747378752e-05
7659.15673828125,84.93479919433594,8496.013671875,89.73607635498047,9.999999747378752e-05
7422.26416015625,83.40253448486328,7897.5068359375,87.05558013916016,9.999999747378752e-05
7387.40185546875,81.92766571044922,7252.0439453125,83.3855209350586,9.999999747378752e-05
7162.703125,79.42640686035156,6639.83349609375,79.5205307006836,9.999999747378752e-05
6858.02587890625,76.53711700439453,6067.3359375,75.64054107666016,9.999999747378752e-05
6619.75537109375,73.64755249023438,5460.228515625,71.45243835449219,9.999999747378752e-05
6103.99658203125,69.74246215820312,4854.2412109375,66.89857482910156,9.999999747378752e-05
5579.388671875,64.9261474609375,4282.00537109375,62.34552764892578,9.999999747378752e-05
5472.8203125,62.658531188964844,3783.351806640625,58.28019714355469,9.999999747378752e-05
5022.52880859375,59.4406623840332,3231.77685546875,53.15581130981445,9.999999747378752e-05
4824.09619140625,56.634071350097656,2783.202392578125,48.87745666503906,9.999999747378752e-05
4401.3115234375,53.173851013183594,2373.255126953125,44.60457229614258,9.999999747378752e-05
3878.33056640625,49.33922576904297,2042.3870849609375,40.612369537353516,9.999999747378752e-05
3755.735595703125,47.00638961791992,1681.389404296875,36.245513916015625,9.999999747378752e-05
3422.92333984375,44.33163833618164,1395.1063232421875,32.6447639465332,9.999999747378752e-05
3457.389404296875,44.651248931884766,1170.6114501953125,29.36513328552246,9.999999747378752e-05
3460.89208984375,43.29375457763672,986.2607421875,26.522294998168945,9.999999747378752e-05
2854.615966796875,39.408878326416016,859.8839721679688,24.50718116760254,9.999999747378752e-05
2994.213623046875,40.830562591552734,722.25,22.032514572143555,9.999999747378752e-05
3006.05419921875,39.9047966003418,624.1340942382812,20.279966354370117,9.999999747378752e-05
2793.82080078125,38.40370559692383,534.6300048828125,18.46776580810547,9.999999747378752e-05
2873.53125,37.78904342651367,479.0921936035156,17.3260555267334,9.999999747378752e-05
2925.691650390625,38.84202575683594,457.34442138671875,16.754541397094727,9.999999747378752e-05
2533.390869140625,37.026527404785156,416.2311706542969,16.0808048248291,9.999999747378752e-05
2667.074951171875,36.25997543334961,399.3355712890625,15.714897155761719,9.999999747378752e-05
2516.802734375,35.68638229370117,377.18505859375,15.293949127197266,9.999999747378752e-05
2201.805419921875,33.481895446777344,341.6431884765625,14.653938293457031,9.999999747378752e-05
2265.560302734375,34.542911529541016,316.999267578125,14.129727363586426,9.999999747378752e-05
2149.076416015625,33.301509857177734,312.21270751953125,14.036471366882324,9.999999747378752e-05
2170.43310546875,33.49441146850586,300.5444030761719,13.77989387512207,9.999999747378752e-05
2056.220703125,33.11235809326172,292.6231689453125,13.60384750366211,9.999999747378752e-05
